"","coordinates","created_at","hashtags","media","urls","favorite_count","id","in_reply_to_screen_name","in_reply_to_status_id","in_reply_to_user_id","lang","place","possibly_sensitive","retweet_count","reweet_id","retweet_screen_name","source","text","tweet_url","user_created_at","user_screen_name","user_default_profile_image","user_description","user_favourites_count","user_followers_count","user_friends_count","user_listed_count","user_location","user_name","user_screen_name.1","user_statuses_count","user_time_zone","user_urls","user_verified"
"1","","Mon May 11 22:31:47 +0000 2015","","","",0,597891880588877952,"PdpNigeria",597890828128920064,543487087,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Yes! But did the @PdpNigeria deliver all of her promises in 16yrs? @APCNigeria can't afford to fail on her campaign promises","https://twitter.com/abmaj200/status/597891880588877824","Thu Jan 09 21:59:37 +0000 2014","abmaj200","False","African, Charity Services, Consultancy&Financial management&Financial Analysis Services, CEO MJ-Abmaj Enterprises. abdulmajeed.afolabi@hotmail.com",6,42,85,1,"Abuja, Nigeria","Abdulmajeed Afolabi","abmaj200",1069,"","","False"
"2","","Mon May 11 22:31:29 +0000 2015","","","",0,597891804126577024,"PdpNigeria",NA,543487087,"en","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","@PdpNigeria  is the Kaola Lemur of Nigeria. Extinct is the Word! Bon Voyage! Cc: @APCNigeria @DeleMomodu @ogundamisi @Mubis14 since 2015AC","https://twitter.com/hamadyusuff/status/597891804126576640","Sat Aug 16 13:47:08 +0000 2014","hamadyusuff","False","",68,33,151,1,"","Ahmad Yusuff","hamadyusuff",375,"Pacific Time (US & Canada)","","False"
"3","","Mon May 11 22:31:27 +0000 2015","APCNigeria","","",0,597891796862168960,"",NA,NA,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","#APCNigeria Education","https://twitter.com/AAbdulhadee/status/597891796862169088","Tue Feb 28 17:33:49 +0000 2012","AAbdulhadee","False","Peace",10,7,84,1,"Kano.city","Abdulhadee Isma'el A","AAbdulhadee",46,"","","False"
"4","","Mon May 11 22:31:26 +0000 2015","","","",0,597891791682146048,"2661985",597886564719550976,138704526,"und","","",0,NA,"","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","@2661985 @APCNigeria","https://twitter.com/JustusIibidi/status/597891791682146307","Sun Apr 05 10:21:15 +0000 2015","JustusIibidi","False","",4,2,29,0,"","Anyanam Iibidi Justu","JustusIibidi",13,"","","False"
"5","","Mon May 11 22:31:21 +0000 2015","","","",0,597891772933628032,"",NA,NA,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","So u campaigned without agenda? ""@APCNigeria: What Should Be APC Govt's #1 Agenda? Corruption Electricity Security Education Employment","https://twitter.com/Prof_sampam/status/597891772933627904","Fri Sep 27 19:52:00 +0000 2013","Prof_sampam","False","#JESUS #arsenal #gunner #blackcats #sunderland #futureoap #futureengineer #laclippers #isi #greatife",1,116,104,0,"lagos,,ibadan,,ife,,","Sampam","Prof_sampam",2872,"","","False"
"6","","Mon May 11 22:30:55 +0000 2015","","","",0,597891663026065024,"APCNigeria",597882776369667968,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria obviously D root of all problem in Nigeria is corruption, once corruption is tamed everything shall follows So I vote corruption","https://twitter.com/Olawaleonline/status/597891663026065413","Wed Dec 14 14:51:04 +0000 2011","Olawaleonline","False","Studying Political Science at LASU, in my mid 20s. Born animosity, i held strong political views that are democratically nd progressively guided. 08107215551",54,41,92,0,"Lagos, Nigeria","Oladejo olawale","Olawaleonline",829,"","","False"
"7","","Mon May 11 22:30:55 +0000 2015","","","",0,597891662967345024,"APCNigeria",597884980501597952,1162687218,"en","","",0,NA,"","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@APCNigeria APC do more and talk less PDP started dis way now where are their fake promises????Tho I can't wait for may 29","https://twitter.com/etorjo/status/597891662967345152","Sat Nov 15 15:43:34 +0000 2014","etorjo","False","",6,119,423,0,"","Wande torjo","etorjo",200,"","","False"
"8","","Mon May 11 22:30:45 +0000 2015","","","",0,597891620701363968,"APCNigeria",597882776369667968,1162687218,"en","","",0,NA,"","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@APCNigeria all of the above","https://twitter.com/sammy2jnr/status/597891620701364224","Fri Apr 08 22:42:40 +0000 2011","sammy2jnr","False","A freelance presenter VS a dude working for the future.",26,95,385,0,"In the world of ma own","sammy2jnr","sammy2jnr",679,"Beijing","","False"
"9","","Mon May 11 22:30:33 +0000 2015","","","",0,597891569463734016,"",NA,NA,"en","","",1,597891490325606016,"tonyonwodi","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","RT @tonyonwodi: @GMBOffice @MBuhari  Nigeria deserves more, GMB showing what leadership is All about @OnwodiTony @APCNigeria @camanpour @cn…","https://twitter.com/OnwodiTony/status/597891569463734273","Sat Mar 21 13:32:33 +0000 2015","OnwodiTony","False","social media enthusiast, Geophysical/Geological test, Boreholes, Treatment plants, mechanicals-plumbing n sanitary ware installation, foundation tests/road inve",5,69,304,0,"lagos","#Changeliveshere","OnwodiTony",596,"","","False"
"10","","Mon May 11 22:30:33 +0000 2015","","","",0,597891569153245056,"APCNigeria",597882776369667968,1162687218,"en","","",0,NA,"","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","@APCNigeria employment,roads and electricity","https://twitter.com/ayindepeter/status/597891569153245184","Fri Mar 23 21:24:54 +0000 2012","ayindepeter","False","Fisheries technologist, offer consultant services to any fish farms within and outside Nigeria",5,134,379,0,"Lagos,nigeria","PETER OLASUPO AYINDE","ayindepeter",832,"","","False"
